target entry name	locus type
WeinellEntry2912	UCE
WeinellEntry2913	UCE
WeinellEntry2914	UCE
WeinellEntry2915	UCE
WeinellEntry2916	UCE
WeinellEntry2917	UCE
WeinellEntry2918	UCE
WeinellEntry2919	UCE
WeinellEntry2920	UCE
WeinellEntry2921	UCE
WeinellEntry2922	UCE
WeinellEntry2923	UCE
WeinellEntry2924	UCE
WeinellEntry2925	UCE
WeinellEntry2926	UCE
WeinellEntry2927	UCE
WeinellEntry2928	UCE
WeinellEntry2929	UCE
WeinellEntry2930	UCE
WeinellEntry2931	UCE
WeinellEntry2932	UCE
WeinellEntry2933	UCE
WeinellEntry2934	UCE
WeinellEntry2935	UCE
WeinellEntry2936	UCE
WeinellEntry2937	UCE
WeinellEntry2938	UCE
WeinellEntry2939	UCE
WeinellEntry2940	UCE
WeinellEntry2941	UCE
WeinellEntry2942	UCE
WeinellEntry2943	UCE
WeinellEntry2944	UCE
WeinellEntry2945	UCE
WeinellEntry2946	UCE
WeinellEntry2947	UCE
WeinellEntry2948	UCE
WeinellEntry2949	UCE
WeinellEntry2950	UCE
WeinellEntry2951	UCE
WeinellEntry2952	UCE
WeinellEntry2953	UCE
WeinellEntry2954	UCE
WeinellEntry2955	UCE
WeinellEntry2956	UCE
WeinellEntry2957	UCE
WeinellEntry2958	UCE
WeinellEntry2959	UCE
WeinellEntry2960	UCE
WeinellEntry2961	UCE
WeinellEntry2962	UCE
WeinellEntry2963	UCE
WeinellEntry2964	UCE
WeinellEntry2965	UCE
WeinellEntry2966	UCE
WeinellEntry2967	UCE
WeinellEntry2968	UCE
WeinellEntry2969	UCE
WeinellEntry2970	UCE
WeinellEntry2971	UCE
WeinellEntry2972	UCE
WeinellEntry2973	UCE
WeinellEntry2974	UCE
WeinellEntry2975	UCE
WeinellEntry2976	UCE
WeinellEntry2977	UCE
WeinellEntry2978	UCE
WeinellEntry2979	UCE
WeinellEntry2980	UCE
WeinellEntry2981	UCE
WeinellEntry2982	UCE
WeinellEntry2983	UCE
WeinellEntry2984	UCE
WeinellEntry2985	UCE
WeinellEntry2986	UCE
WeinellEntry2987	UCE
WeinellEntry2988	UCE
WeinellEntry2989	UCE
WeinellEntry2990	UCE
WeinellEntry2991	UCE
WeinellEntry2992	UCE
WeinellEntry2993	UCE
WeinellEntry2994	UCE
WeinellEntry2995	UCE
WeinellEntry2996	UCE
WeinellEntry2997	UCE
WeinellEntry2998	UCE
WeinellEntry2999	UCE
WeinellEntry3000	UCE
WeinellEntry3001	UCE
WeinellEntry3002	UCE
WeinellEntry3003	UCE
WeinellEntry3004	UCE
WeinellEntry3005	UCE
WeinellEntry3006	UCE
WeinellEntry3007	UCE
WeinellEntry3008	UCE
WeinellEntry3009	UCE
WeinellEntry3010	UCE
WeinellEntry3011	UCE
WeinellEntry3012	UCE
WeinellEntry3013	UCE
WeinellEntry3014	UCE
WeinellEntry3015	UCE
WeinellEntry3016	UCE
WeinellEntry3017	UCE
WeinellEntry3018	UCE
WeinellEntry3019	UCE
WeinellEntry3020	UCE
WeinellEntry3021	UCE
WeinellEntry3022	UCE
WeinellEntry3023	UCE
WeinellEntry3024	UCE
WeinellEntry3025	UCE
WeinellEntry3026	UCE
WeinellEntry3027	UCE
WeinellEntry3028	UCE
WeinellEntry3029	UCE
WeinellEntry3030	UCE
WeinellEntry3031	UCE
WeinellEntry3032	UCE
WeinellEntry3033	UCE
WeinellEntry3034	UCE
WeinellEntry3035	UCE
WeinellEntry3036	UCE
WeinellEntry3037	UCE
WeinellEntry3038	UCE
WeinellEntry3039	UCE
WeinellEntry3040	UCE
WeinellEntry3041	UCE
WeinellEntry3042	UCE
WeinellEntry3043	UCE
WeinellEntry3044	UCE
WeinellEntry3045	UCE
WeinellEntry3046	UCE
WeinellEntry3047	UCE
WeinellEntry3048	UCE
WeinellEntry3049	UCE
WeinellEntry3050	UCE
WeinellEntry3051	UCE
WeinellEntry3052	UCE
WeinellEntry3053	UCE
WeinellEntry3054	UCE
WeinellEntry3055	UCE
WeinellEntry3056	UCE
WeinellEntry3057	UCE
WeinellEntry3058	UCE
WeinellEntry3059	UCE
WeinellEntry3060	UCE
WeinellEntry3061	UCE
WeinellEntry3062	UCE
WeinellEntry3063	UCE
WeinellEntry3064	UCE
WeinellEntry3065	UCE
WeinellEntry3066	UCE
WeinellEntry3067	UCE
WeinellEntry3068	UCE
WeinellEntry3069	UCE
WeinellEntry3070	UCE
WeinellEntry3071	UCE
WeinellEntry3072	UCE
WeinellEntry3073	UCE
WeinellEntry3074	UCE
WeinellEntry3075	UCE
WeinellEntry3076	UCE
WeinellEntry3077	UCE
WeinellEntry3078	UCE
WeinellEntry3079	UCE
WeinellEntry3080	UCE
WeinellEntry3081	UCE
WeinellEntry3082	UCE
WeinellEntry3083	UCE
WeinellEntry3084	UCE
WeinellEntry3085	UCE
WeinellEntry3086	UCE
WeinellEntry3087	UCE
WeinellEntry3088	UCE
WeinellEntry3089	UCE
WeinellEntry3090	UCE
WeinellEntry3091	UCE
WeinellEntry3092	UCE
WeinellEntry3093	UCE
WeinellEntry3094	UCE
WeinellEntry3095	UCE
WeinellEntry3096	UCE
WeinellEntry3097	UCE
WeinellEntry3098	UCE
WeinellEntry3099	UCE
WeinellEntry3100	UCE
WeinellEntry3101	UCE
WeinellEntry3102	UCE
WeinellEntry3103	UCE
WeinellEntry3104	UCE
WeinellEntry3105	UCE
WeinellEntry3106	UCE
WeinellEntry3107	UCE
WeinellEntry3108	UCE
WeinellEntry3109	UCE
WeinellEntry3110	UCE
WeinellEntry3111	UCE
WeinellEntry3112	UCE
WeinellEntry3113	UCE
WeinellEntry3114	UCE
WeinellEntry3115	UCE
WeinellEntry3116	UCE
WeinellEntry3117	UCE
WeinellEntry3118	UCE
WeinellEntry3119	UCE
WeinellEntry3120	UCE
WeinellEntry3121	UCE
WeinellEntry3122	UCE
WeinellEntry3123	UCE
WeinellEntry3124	UCE
WeinellEntry3125	UCE
WeinellEntry3126	UCE
WeinellEntry3127	UCE
WeinellEntry3128	UCE
WeinellEntry3129	UCE
WeinellEntry3130	UCE
WeinellEntry3131	UCE
WeinellEntry3132	UCE
WeinellEntry3133	UCE
WeinellEntry3134	UCE
WeinellEntry3135	UCE
WeinellEntry3136	UCE
WeinellEntry3137	UCE
WeinellEntry3138	UCE
WeinellEntry3139	UCE
WeinellEntry3140	UCE
WeinellEntry3141	UCE
WeinellEntry3142	UCE
WeinellEntry3143	UCE
WeinellEntry3144	UCE
WeinellEntry3145	UCE
WeinellEntry3146	UCE
WeinellEntry3147	UCE
WeinellEntry3148	UCE
WeinellEntry3149	UCE
WeinellEntry3150	UCE
WeinellEntry3151	UCE
WeinellEntry3152	UCE
