"ScaffoldName"	"RefSeq.ScaffoldAccession"
"Thamnophis_sirtalis_GCF_001077635.1_read1374"	"NW_013659053.1"
"Thamnophis_sirtalis_GCF_001077635.1_read1375"	"NW_013659054.1"
"Thamnophis_sirtalis_GCF_001077635.1_read1376"	"NW_013659055.1"
"Thamnophis_sirtalis_GCF_001077635.1_read1377"	"NW_013659056.1"
"Thamnophis_sirtalis_GCF_001077635.1_read1378"	"NW_013659057.1"
"Thamnophis_sirtalis_GCF_001077635.1_read1379"	"NW_013659058.1"
"Thamnophis_sirtalis_GCF_001077635.1_read1380"	"NW_013659059.1"
"Thamnophis_sirtalis_GCF_001077635.1_read1381"	"NW_013659060.1"
"Thamnophis_sirtalis_GCF_001077635.1_read1382"	"NW_013659061.1"
"Thamnophis_sirtalis_GCF_001077635.1_read1383"	"NW_013659062.1"
"Thamnophis_sirtalis_GCF_001077635.1_read1384"	"NW_013659063.1"
"Thamnophis_sirtalis_GCF_001077635.1_read1385"	"NW_013659064.1"
"Thamnophis_sirtalis_GCF_001077635.1_read1386"	"NW_013659065.1"
"Thamnophis_sirtalis_GCF_001077635.1_read1387"	"NW_013659066.1"
"Thamnophis_sirtalis_GCF_001077635.1_read1388"	"NW_013659067.1"
"Thamnophis_sirtalis_GCF_001077635.1_read1389"	"NW_013659068.1"
"Thamnophis_sirtalis_GCF_001077635.1_read1390"	"NW_013659069.1"
"Thamnophis_sirtalis_GCF_001077635.1_read1391"	"NW_013659070.1"
"Thamnophis_sirtalis_GCF_001077635.1_read1392"	"NW_013659071.1"
"Thamnophis_sirtalis_GCF_001077635.1_read1393"	"NW_013659072.1"
"Thamnophis_sirtalis_GCF_001077635.1_read1394"	"NW_013659073.1"
"Thamnophis_sirtalis_GCF_001077635.1_read1395"	"NW_013659074.1"
"Thamnophis_sirtalis_GCF_001077635.1_read1396"	"NW_013659075.1"
"Thamnophis_sirtalis_GCF_001077635.1_read1397"	"NW_013659076.1"
"Thamnophis_sirtalis_GCF_001077635.1_read1398"	"NW_013659077.1"
"Thamnophis_sirtalis_GCF_001077635.1_read1399"	"NW_013659078.1"
"Thamnophis_sirtalis_GCF_001077635.1_read1400"	"NW_013659079.1"
"Thamnophis_sirtalis_GCF_001077635.1_read1401"	"NW_013659080.1"
"Thamnophis_sirtalis_GCF_001077635.1_read1402"	"NW_013659081.1"
"Thamnophis_sirtalis_GCF_001077635.1_read1403"	"NW_013659082.1"
"Thamnophis_sirtalis_GCF_001077635.1_read1404"	"NW_013659083.1"
"Thamnophis_sirtalis_GCF_001077635.1_read1405"	"NW_013659084.1"
"Thamnophis_sirtalis_GCF_001077635.1_read1406"	"NW_013659085.1"
"Thamnophis_sirtalis_GCF_001077635.1_read1407"	"NW_013659086.1"
"Thamnophis_sirtalis_GCF_001077635.1_read1408"	"NW_013659087.1"
"Thamnophis_sirtalis_GCF_001077635.1_read1409"	"NW_013659088.1"
"Thamnophis_sirtalis_GCF_001077635.1_read1410"	"NW_013659089.1"
"Thamnophis_sirtalis_GCF_001077635.1_read1411"	"NW_013659090.1"
"Thamnophis_sirtalis_GCF_001077635.1_read1412"	"NW_013659091.1"
"Thamnophis_sirtalis_GCF_001077635.1_read1413"	"NW_013659092.1"
"Thamnophis_sirtalis_GCF_001077635.1_read1414"	"NW_013659093.1"
"Thamnophis_sirtalis_GCF_001077635.1_read1415"	"NW_013659094.1"
"Thamnophis_sirtalis_GCF_001077635.1_read1416"	"NW_013659095.1"
"Thamnophis_sirtalis_GCF_001077635.1_read1417"	"NW_013659096.1"
"Thamnophis_sirtalis_GCF_001077635.1_read1418"	"NW_013659097.1"
"Thamnophis_sirtalis_GCF_001077635.1_read1419"	"NW_013659098.1"
"Thamnophis_sirtalis_GCF_001077635.1_read1420"	"NW_013659099.1"
"Thamnophis_sirtalis_GCF_001077635.1_read1421"	"NW_013659100.1"
"Thamnophis_sirtalis_GCF_001077635.1_read1422"	"NW_013659101.1"
"Thamnophis_sirtalis_GCF_001077635.1_read1423"	"NW_013659102.1"
"Thamnophis_sirtalis_GCF_001077635.1_read1424"	"NW_013659103.1"
"Thamnophis_sirtalis_GCF_001077635.1_read1425"	"NW_013659104.1"
"Thamnophis_sirtalis_GCF_001077635.1_read1426"	"NW_013659105.1"
"Thamnophis_sirtalis_GCF_001077635.1_read1427"	"NW_013659106.1"
"Thamnophis_sirtalis_GCF_001077635.1_read1428"	"NW_013659107.1"
"Thamnophis_sirtalis_GCF_001077635.1_read1429"	"NW_013659108.1"
"Thamnophis_sirtalis_GCF_001077635.1_read1430"	"NW_013659109.1"
"Thamnophis_sirtalis_GCF_001077635.1_read1431"	"NW_013659110.1"
"Thamnophis_sirtalis_GCF_001077635.1_read1432"	"NW_013659111.1"
"Thamnophis_sirtalis_GCF_001077635.1_read1433"	"NW_013659112.1"
"Thamnophis_sirtalis_GCF_001077635.1_read1434"	"NW_013659113.1"
"Thamnophis_sirtalis_GCF_001077635.1_read1435"	"NW_013659114.1"
"Thamnophis_sirtalis_GCF_001077635.1_read1436"	"NW_013659115.1"
"Thamnophis_sirtalis_GCF_001077635.1_read1437"	"NW_013659116.1"
"Thamnophis_sirtalis_GCF_001077635.1_read1438"	"NW_013659117.1"
"Thamnophis_sirtalis_GCF_001077635.1_read1439"	"NW_013659118.1"
"Thamnophis_sirtalis_GCF_001077635.1_read1440"	"NW_013659119.1"
"Thamnophis_sirtalis_GCF_001077635.1_read1441"	"NW_013659120.1"
"Thamnophis_sirtalis_GCF_001077635.1_read1442"	"NW_013659121.1"
"Thamnophis_sirtalis_GCF_001077635.1_read1443"	"NW_013659122.1"
"Thamnophis_sirtalis_GCF_001077635.1_read1444"	"NW_013659123.1"
"Thamnophis_sirtalis_GCF_001077635.1_read1445"	"NW_013659124.1"
"Thamnophis_sirtalis_GCF_001077635.1_read1446"	"NW_013659125.1"
"Thamnophis_sirtalis_GCF_001077635.1_read1447"	"NW_013659126.1"
"Thamnophis_sirtalis_GCF_001077635.1_read1448"	"NW_013659127.1"
"Thamnophis_sirtalis_GCF_001077635.1_read1449"	"NW_013659128.1"
"Thamnophis_sirtalis_GCF_001077635.1_read1450"	"NW_013659129.1"
"Thamnophis_sirtalis_GCF_001077635.1_read1451"	"NW_013659130.1"
"Thamnophis_sirtalis_GCF_001077635.1_read1452"	"NW_013659131.1"
"Thamnophis_sirtalis_GCF_001077635.1_read1453"	"NW_013659132.1"
"Thamnophis_sirtalis_GCF_001077635.1_read1454"	"NW_013659133.1"
"Thamnophis_sirtalis_GCF_001077635.1_read1455"	"NW_013659134.1"
"Thamnophis_sirtalis_GCF_001077635.1_read1456"	"NW_013659135.1"
"Thamnophis_sirtalis_GCF_001077635.1_read1457"	"NW_013659136.1"
"Thamnophis_sirtalis_GCF_001077635.1_read1458"	"NW_013659137.1"
"Thamnophis_sirtalis_GCF_001077635.1_read1459"	"NW_013659138.1"
"Thamnophis_sirtalis_GCF_001077635.1_read1460"	"NW_013659139.1"
"Thamnophis_sirtalis_GCF_001077635.1_read1461"	"NW_013659140.1"
"Thamnophis_sirtalis_GCF_001077635.1_read1462"	"NW_013659141.1"
"Thamnophis_sirtalis_GCF_001077635.1_read1463"	"NW_013659142.1"
"Thamnophis_sirtalis_GCF_001077635.1_read1464"	"NW_013659143.1"
"Thamnophis_sirtalis_GCF_001077635.1_read1465"	"NW_013659144.1"
"Thamnophis_sirtalis_GCF_001077635.1_read1466"	"NW_013659145.1"
"Thamnophis_sirtalis_GCF_001077635.1_read1467"	"NW_013659146.1"
"Thamnophis_sirtalis_GCF_001077635.1_read1468"	"NW_013659147.1"
"Thamnophis_sirtalis_GCF_001077635.1_read1469"	"NW_013659148.1"
"Thamnophis_sirtalis_GCF_001077635.1_read1470"	"NW_013659149.1"
"Thamnophis_sirtalis_GCF_001077635.1_read1471"	"NW_013659150.1"
"Thamnophis_sirtalis_GCF_001077635.1_read1472"	"NW_013659151.1"
"Thamnophis_sirtalis_GCF_001077635.1_read1473"	"NW_013659152.1"
"Thamnophis_sirtalis_GCF_001077635.1_read1474"	"NW_013659153.1"
"Thamnophis_sirtalis_GCF_001077635.1_read1475"	"NW_013659154.1"
"Thamnophis_sirtalis_GCF_001077635.1_read1476"	"NW_013659155.1"
"Thamnophis_sirtalis_GCF_001077635.1_read1477"	"NW_013659156.1"
"Thamnophis_sirtalis_GCF_001077635.1_read1478"	"NW_013659157.1"
"Thamnophis_sirtalis_GCF_001077635.1_read1479"	"NW_013659158.1"
"Thamnophis_sirtalis_GCF_001077635.1_read1480"	"NW_013659159.1"
"Thamnophis_sirtalis_GCF_001077635.1_read1481"	"NW_013659160.1"
"Thamnophis_sirtalis_GCF_001077635.1_read1482"	"NW_013659161.1"
"Thamnophis_sirtalis_GCF_001077635.1_read1483"	"NW_013659162.1"
"Thamnophis_sirtalis_GCF_001077635.1_read1484"	"NW_013659163.1"
"Thamnophis_sirtalis_GCF_001077635.1_read1485"	"NW_013659164.1"
"Thamnophis_sirtalis_GCF_001077635.1_read1486"	"NW_013659165.1"
"Thamnophis_sirtalis_GCF_001077635.1_read1487"	"NW_013659166.1"
"Thamnophis_sirtalis_GCF_001077635.1_read1488"	"NW_013659167.1"
"Thamnophis_sirtalis_GCF_001077635.1_read1489"	"NW_013659168.1"
"Thamnophis_sirtalis_GCF_001077635.1_read1490"	"NW_013659169.1"
"Thamnophis_sirtalis_GCF_001077635.1_read1491"	"NW_013659170.1"
"Thamnophis_sirtalis_GCF_001077635.1_read1492"	"NW_013659171.1"
"Thamnophis_sirtalis_GCF_001077635.1_read1493"	"NW_013659172.1"
"Thamnophis_sirtalis_GCF_001077635.1_read1494"	"NW_013659173.1"
"Thamnophis_sirtalis_GCF_001077635.1_read1495"	"NW_013659174.1"
"Thamnophis_sirtalis_GCF_001077635.1_read1496"	"NW_013659175.1"
"Thamnophis_sirtalis_GCF_001077635.1_read1497"	"NW_013659176.1"
"Thamnophis_sirtalis_GCF_001077635.1_read1498"	"NW_013659177.1"
"Thamnophis_sirtalis_GCF_001077635.1_read1499"	"NW_013659178.1"
"Thamnophis_sirtalis_GCF_001077635.1_read1500"	"NW_013659179.1"
"Thamnophis_sirtalis_GCF_001077635.1_read1501"	"NW_013659180.1"
"Thamnophis_sirtalis_GCF_001077635.1_read1502"	"NW_013659181.1"
"Thamnophis_sirtalis_GCF_001077635.1_read1503"	"NW_013659182.1"
"Thamnophis_sirtalis_GCF_001077635.1_read1504"	"NW_013659183.1"
"Thamnophis_sirtalis_GCF_001077635.1_read1505"	"NW_013659184.1"
"Thamnophis_sirtalis_GCF_001077635.1_read1506"	"NW_013659185.1"
"Thamnophis_sirtalis_GCF_001077635.1_read1507"	"NW_013659186.1"
"Thamnophis_sirtalis_GCF_001077635.1_read1508"	"NW_013659187.1"
"Thamnophis_sirtalis_GCF_001077635.1_read1509"	"NW_013659188.1"
"Thamnophis_sirtalis_GCF_001077635.1_read1510"	"NW_013659189.1"
"Thamnophis_sirtalis_GCF_001077635.1_read1511"	"NW_013659190.1"
"Thamnophis_sirtalis_GCF_001077635.1_read1512"	"NW_013659191.1"
"Thamnophis_sirtalis_GCF_001077635.1_read1513"	"NW_013659192.1"
"Thamnophis_sirtalis_GCF_001077635.1_read1514"	"NW_013659193.1"
"Thamnophis_sirtalis_GCF_001077635.1_read1515"	"NW_013659194.1"
"Thamnophis_sirtalis_GCF_001077635.1_read1516"	"NW_013659195.1"
"Thamnophis_sirtalis_GCF_001077635.1_read1517"	"NW_013659196.1"
"Thamnophis_sirtalis_GCF_001077635.1_read1518"	"NW_013659197.1"
"Thamnophis_sirtalis_GCF_001077635.1_read1519"	"NW_013659198.1"
"Thamnophis_sirtalis_GCF_001077635.1_read1520"	"NW_013659199.1"
"Thamnophis_sirtalis_GCF_001077635.1_read1521"	"NW_013659200.1"
"Thamnophis_sirtalis_GCF_001077635.1_read1522"	"NW_013659201.1"
"Thamnophis_sirtalis_GCF_001077635.1_read1523"	"NW_013659202.1"
"Thamnophis_sirtalis_GCF_001077635.1_read1524"	"NW_013659203.1"
"Thamnophis_sirtalis_GCF_001077635.1_read1525"	"NW_013659204.1"
"Thamnophis_sirtalis_GCF_001077635.1_read1526"	"NW_013659205.1"
"Thamnophis_sirtalis_GCF_001077635.1_read1527"	"NW_013659206.1"
"Thamnophis_sirtalis_GCF_001077635.1_read1528"	"NW_013659207.1"
"Thamnophis_sirtalis_GCF_001077635.1_read1529"	"NW_013659208.1"
"Thamnophis_sirtalis_GCF_001077635.1_read1530"	"NW_013659209.1"
"Thamnophis_sirtalis_GCF_001077635.1_read1531"	"NW_013659210.1"
"Thamnophis_sirtalis_GCF_001077635.1_read1532"	"NW_013659211.1"
"Thamnophis_sirtalis_GCF_001077635.1_read1533"	"NW_013659212.1"
"Thamnophis_sirtalis_GCF_001077635.1_read1534"	"NW_013659213.1"
"Thamnophis_sirtalis_GCF_001077635.1_read1535"	"NW_013659214.1"
"Thamnophis_sirtalis_GCF_001077635.1_read1536"	"NW_013659215.1"
"Thamnophis_sirtalis_GCF_001077635.1_read1537"	"NW_013659216.1"
"Thamnophis_sirtalis_GCF_001077635.1_read1538"	"NW_013659217.1"
"Thamnophis_sirtalis_GCF_001077635.1_read1539"	"NW_013659218.1"
"Thamnophis_sirtalis_GCF_001077635.1_read1540"	"NW_013659219.1"
"Thamnophis_sirtalis_GCF_001077635.1_read1541"	"NW_013659220.1"
"Thamnophis_sirtalis_GCF_001077635.1_read1542"	"NW_013659221.1"
"Thamnophis_sirtalis_GCF_001077635.1_read1543"	"NW_013659222.1"
"Thamnophis_sirtalis_GCF_001077635.1_read1544"	"NW_013659223.1"
"Thamnophis_sirtalis_GCF_001077635.1_read1545"	"NW_013659224.1"
"Thamnophis_sirtalis_GCF_001077635.1_read1546"	"NW_013659225.1"
"Thamnophis_sirtalis_GCF_001077635.1_read1547"	"NW_013659226.1"
"Thamnophis_sirtalis_GCF_001077635.1_read1548"	"NW_013659227.1"
"Thamnophis_sirtalis_GCF_001077635.1_read1549"	"NW_013659228.1"
"Thamnophis_sirtalis_GCF_001077635.1_read1550"	"NW_013659229.1"
"Thamnophis_sirtalis_GCF_001077635.1_read1551"	"NW_013659230.1"
"Thamnophis_sirtalis_GCF_001077635.1_read1552"	"NW_013659231.1"
"Thamnophis_sirtalis_GCF_001077635.1_read1553"	"NW_013659232.1"
"Thamnophis_sirtalis_GCF_001077635.1_read1554"	"NW_013659233.1"
"Thamnophis_sirtalis_GCF_001077635.1_read1555"	"NW_013659234.1"
"Thamnophis_sirtalis_GCF_001077635.1_read1556"	"NW_013659235.1"
"Thamnophis_sirtalis_GCF_001077635.1_read1557"	"NW_013659236.1"
"Thamnophis_sirtalis_GCF_001077635.1_read1558"	"NW_013659237.1"
"Thamnophis_sirtalis_GCF_001077635.1_read1559"	"NW_013659238.1"
"Thamnophis_sirtalis_GCF_001077635.1_read1560"	"NW_013659239.1"
"Thamnophis_sirtalis_GCF_001077635.1_read1561"	"NW_013659240.1"
"Thamnophis_sirtalis_GCF_001077635.1_read1562"	"NW_013659241.1"
"Thamnophis_sirtalis_GCF_001077635.1_read1563"	"NW_013659242.1"
"Thamnophis_sirtalis_GCF_001077635.1_read1564"	"NW_013659243.1"
"Thamnophis_sirtalis_GCF_001077635.1_read1565"	"NW_013659244.1"
"Thamnophis_sirtalis_GCF_001077635.1_read1566"	"NW_013659245.1"
"Thamnophis_sirtalis_GCF_001077635.1_read1567"	"NW_013659246.1"
"Thamnophis_sirtalis_GCF_001077635.1_read1568"	"NW_013659247.1"
"Thamnophis_sirtalis_GCF_001077635.1_read1569"	"NW_013659248.1"
"Thamnophis_sirtalis_GCF_001077635.1_read1570"	"NW_013659249.1"
"Thamnophis_sirtalis_GCF_001077635.1_read1571"	"NW_013659250.1"
"Thamnophis_sirtalis_GCF_001077635.1_read1572"	"NW_013659251.1"
"Thamnophis_sirtalis_GCF_001077635.1_read1573"	"NW_013659252.1"
"Thamnophis_sirtalis_GCF_001077635.1_read1574"	"NW_013659253.1"
"Thamnophis_sirtalis_GCF_001077635.1_read1575"	"NW_013659254.1"
"Thamnophis_sirtalis_GCF_001077635.1_read1576"	"NW_013659255.1"
"Thamnophis_sirtalis_GCF_001077635.1_read1577"	"NW_013659256.1"
"Thamnophis_sirtalis_GCF_001077635.1_read1578"	"NW_013659257.1"
"Thamnophis_sirtalis_GCF_001077635.1_read1579"	"NW_013659258.1"
"Thamnophis_sirtalis_GCF_001077635.1_read1580"	"NW_013659259.1"
"Thamnophis_sirtalis_GCF_001077635.1_read1581"	"NW_013659260.1"
"Thamnophis_sirtalis_GCF_001077635.1_read1582"	"NW_013659261.1"
"Thamnophis_sirtalis_GCF_001077635.1_read1583"	"NW_013659262.1"
"Thamnophis_sirtalis_GCF_001077635.1_read1584"	"NW_013659263.1"
"Thamnophis_sirtalis_GCF_001077635.1_read1585"	"NW_013659264.1"
"Thamnophis_sirtalis_GCF_001077635.1_read1586"	"NW_013659265.1"
"Thamnophis_sirtalis_GCF_001077635.1_read1587"	"NW_013659266.1"
"Thamnophis_sirtalis_GCF_001077635.1_read1588"	"NW_013659267.1"
"Thamnophis_sirtalis_GCF_001077635.1_read1589"	"NW_013659268.1"
"Thamnophis_sirtalis_GCF_001077635.1_read1590"	"NW_013659269.1"
"Thamnophis_sirtalis_GCF_001077635.1_read1591"	"NW_013659270.1"
"Thamnophis_sirtalis_GCF_001077635.1_read1592"	"NW_013659271.1"
"Thamnophis_sirtalis_GCF_001077635.1_read1593"	"NW_013659272.1"
"Thamnophis_sirtalis_GCF_001077635.1_read1594"	"NW_013659273.1"
"Thamnophis_sirtalis_GCF_001077635.1_read1595"	"NW_013659274.1"
"Thamnophis_sirtalis_GCF_001077635.1_read1596"	"NW_013659275.1"
"Thamnophis_sirtalis_GCF_001077635.1_read1597"	"NW_013659276.1"
"Thamnophis_sirtalis_GCF_001077635.1_read1598"	"NW_013659277.1"
"Thamnophis_sirtalis_GCF_001077635.1_read1599"	"NW_013659278.1"
"Thamnophis_sirtalis_GCF_001077635.1_read1600"	"NW_013659279.1"
"Thamnophis_sirtalis_GCF_001077635.1_read1601"	"NW_013659280.1"
"Thamnophis_sirtalis_GCF_001077635.1_read1602"	"NW_013659281.1"
"Thamnophis_sirtalis_GCF_001077635.1_read1603"	"NW_013659282.1"
"Thamnophis_sirtalis_GCF_001077635.1_read1604"	"NW_013659283.1"
"Thamnophis_sirtalis_GCF_001077635.1_read1605"	"NW_013659284.1"
"Thamnophis_sirtalis_GCF_001077635.1_read1606"	"NW_013659285.1"
"Thamnophis_sirtalis_GCF_001077635.1_read1607"	"NW_013659286.1"
"Thamnophis_sirtalis_GCF_001077635.1_read1608"	"NW_013659287.1"
"Thamnophis_sirtalis_GCF_001077635.1_read1609"	"NW_013659288.1"
"Thamnophis_sirtalis_GCF_001077635.1_read1610"	"NW_013659289.1"
"Thamnophis_sirtalis_GCF_001077635.1_read1611"	"NW_013659290.1"
"Thamnophis_sirtalis_GCF_001077635.1_read1612"	"NW_013659291.1"
"Thamnophis_sirtalis_GCF_001077635.1_read1613"	"NW_013659292.1"
"Thamnophis_sirtalis_GCF_001077635.1_read1614"	"NW_013659293.1"
"Thamnophis_sirtalis_GCF_001077635.1_read1615"	"NW_013659294.1"
"Thamnophis_sirtalis_GCF_001077635.1_read1616"	"NW_013659295.1"
"Thamnophis_sirtalis_GCF_001077635.1_read1617"	"NW_013659296.1"
"Thamnophis_sirtalis_GCF_001077635.1_read1618"	"NW_013659297.1"
"Thamnophis_sirtalis_GCF_001077635.1_read1619"	"NW_013659298.1"
"Thamnophis_sirtalis_GCF_001077635.1_read1620"	"NW_013659299.1"
"Thamnophis_sirtalis_GCF_001077635.1_read1621"	"NW_013659300.1"
"Thamnophis_sirtalis_GCF_001077635.1_read1622"	"NW_013659301.1"
"Thamnophis_sirtalis_GCF_001077635.1_read1623"	"NW_013659302.1"
"Thamnophis_sirtalis_GCF_001077635.1_read1624"	"NW_013659303.1"
"Thamnophis_sirtalis_GCF_001077635.1_read1625"	"NW_013659304.1"
"Thamnophis_sirtalis_GCF_001077635.1_read1626"	"NW_013659305.1"
"Thamnophis_sirtalis_GCF_001077635.1_read1627"	"NW_013659306.1"
"Thamnophis_sirtalis_GCF_001077635.1_read1628"	"NW_013659307.1"
"Thamnophis_sirtalis_GCF_001077635.1_read1629"	"NW_013659308.1"
"Thamnophis_sirtalis_GCF_001077635.1_read1630"	"NW_013659309.1"
"Thamnophis_sirtalis_GCF_001077635.1_read1631"	"NW_013659310.1"
"Thamnophis_sirtalis_GCF_001077635.1_read1632"	"NW_013659311.1"
"Thamnophis_sirtalis_GCF_001077635.1_read1633"	"NW_013659312.1"
"Thamnophis_sirtalis_GCF_001077635.1_read1634"	"NW_013659313.1"
"Thamnophis_sirtalis_GCF_001077635.1_read1635"	"NW_013659314.1"
"Thamnophis_sirtalis_GCF_001077635.1_read1636"	"NW_013659315.1"
"Thamnophis_sirtalis_GCF_001077635.1_read1637"	"NW_013659316.1"
"Thamnophis_sirtalis_GCF_001077635.1_read1638"	"NW_013659317.1"
"Thamnophis_sirtalis_GCF_001077635.1_read1639"	"NW_013659318.1"
"Thamnophis_sirtalis_GCF_001077635.1_read1640"	"NW_013659319.1"
"Thamnophis_sirtalis_GCF_001077635.1_read1641"	"NW_013659320.1"
"Thamnophis_sirtalis_GCF_001077635.1_read1642"	"NW_013659321.1"
"Thamnophis_sirtalis_GCF_001077635.1_read1643"	"NW_013659322.1"
"Thamnophis_sirtalis_GCF_001077635.1_read1644"	"NW_013659323.1"
"Thamnophis_sirtalis_GCF_001077635.1_read1645"	"NW_013659324.1"
"Thamnophis_sirtalis_GCF_001077635.1_read1646"	"NW_013659325.1"
"Thamnophis_sirtalis_GCF_001077635.1_read1647"	"NW_013659326.1"
"Thamnophis_sirtalis_GCF_001077635.1_read1648"	"NW_013659327.1"
"Thamnophis_sirtalis_GCF_001077635.1_read1649"	"NW_013659328.1"
"Thamnophis_sirtalis_GCF_001077635.1_read1650"	"NW_013659329.1"
"Thamnophis_sirtalis_GCF_001077635.1_read1651"	"NW_013659330.1"
"Thamnophis_sirtalis_GCF_001077635.1_read1652"	"NW_013659331.1"
"Thamnophis_sirtalis_GCF_001077635.1_read1653"	"NW_013659332.1"
"Thamnophis_sirtalis_GCF_001077635.1_read1654"	"NW_013659333.1"
"Thamnophis_sirtalis_GCF_001077635.1_read1655"	"NW_013659334.1"
"Thamnophis_sirtalis_GCF_001077635.1_read1656"	"NW_013659335.1"
"Thamnophis_sirtalis_GCF_001077635.1_read1657"	"NW_013659336.1"
"Thamnophis_sirtalis_GCF_001077635.1_read1658"	"NW_013659337.1"
"Thamnophis_sirtalis_GCF_001077635.1_read1659"	"NW_013659338.1"
"Thamnophis_sirtalis_GCF_001077635.1_read1660"	"NW_013659339.1"
"Thamnophis_sirtalis_GCF_001077635.1_read1661"	"NW_013659340.1"
"Thamnophis_sirtalis_GCF_001077635.1_read1662"	"NW_013659341.1"
"Thamnophis_sirtalis_GCF_001077635.1_read1663"	"NW_013659342.1"
"Thamnophis_sirtalis_GCF_001077635.1_read1664"	"NW_013659343.1"
"Thamnophis_sirtalis_GCF_001077635.1_read1665"	"NW_013659344.1"
"Thamnophis_sirtalis_GCF_001077635.1_read1666"	"NW_013659345.1"
"Thamnophis_sirtalis_GCF_001077635.1_read1667"	"NW_013659346.1"
"Thamnophis_sirtalis_GCF_001077635.1_read1668"	"NW_013659347.1"
"Thamnophis_sirtalis_GCF_001077635.1_read1669"	"NW_013659348.1"
"Thamnophis_sirtalis_GCF_001077635.1_read1670"	"NW_013659349.1"
"Thamnophis_sirtalis_GCF_001077635.1_read1671"	"NW_013659350.1"
"Thamnophis_sirtalis_GCF_001077635.1_read1672"	"NW_013659351.1"
"Thamnophis_sirtalis_GCF_001077635.1_read1673"	"NW_013659352.1"
"Thamnophis_sirtalis_GCF_001077635.1_read1674"	"NW_013659353.1"
"Thamnophis_sirtalis_GCF_001077635.1_read1675"	"NW_013659354.1"
"Thamnophis_sirtalis_GCF_001077635.1_read1676"	"NW_013659355.1"
"Thamnophis_sirtalis_GCF_001077635.1_read1677"	"NW_013659356.1"
"Thamnophis_sirtalis_GCF_001077635.1_read1678"	"NW_013659357.1"
"Thamnophis_sirtalis_GCF_001077635.1_read1679"	"NW_013659358.1"
"Thamnophis_sirtalis_GCF_001077635.1_read1680"	"NW_013659359.1"
"Thamnophis_sirtalis_GCF_001077635.1_read1681"	"NW_013659360.1"
"Thamnophis_sirtalis_GCF_001077635.1_read1682"	"NW_013659361.1"
"Thamnophis_sirtalis_GCF_001077635.1_read1683"	"NW_013659362.1"
"Thamnophis_sirtalis_GCF_001077635.1_read1684"	"NW_013659363.1"
"Thamnophis_sirtalis_GCF_001077635.1_read1685"	"NW_013659364.1"
"Thamnophis_sirtalis_GCF_001077635.1_read1686"	"NW_013659365.1"
"Thamnophis_sirtalis_GCF_001077635.1_read1687"	"NW_013659366.1"
"Thamnophis_sirtalis_GCF_001077635.1_read1688"	"NW_013659367.1"
"Thamnophis_sirtalis_GCF_001077635.1_read1689"	"NW_013659368.1"
"Thamnophis_sirtalis_GCF_001077635.1_read1690"	"NW_013659369.1"
"Thamnophis_sirtalis_GCF_001077635.1_read1691"	"NW_013659370.1"
"Thamnophis_sirtalis_GCF_001077635.1_read1692"	"NW_013659371.1"
"Thamnophis_sirtalis_GCF_001077635.1_read1693"	"NW_013659372.1"
"Thamnophis_sirtalis_GCF_001077635.1_read1694"	"NW_013659373.1"
"Thamnophis_sirtalis_GCF_001077635.1_read1695"	"NW_013659374.1"
"Thamnophis_sirtalis_GCF_001077635.1_read1696"	"NW_013659375.1"
"Thamnophis_sirtalis_GCF_001077635.1_read1697"	"NW_013659376.1"
"Thamnophis_sirtalis_GCF_001077635.1_read1698"	"NW_013659377.1"
"Thamnophis_sirtalis_GCF_001077635.1_read1699"	"NW_013659378.1"
"Thamnophis_sirtalis_GCF_001077635.1_read1700"	"NW_013659379.1"
"Thamnophis_sirtalis_GCF_001077635.1_read1701"	"NW_013659380.1"
"Thamnophis_sirtalis_GCF_001077635.1_read1702"	"NW_013659381.1"
"Thamnophis_sirtalis_GCF_001077635.1_read1703"	"NW_013659382.1"
"Thamnophis_sirtalis_GCF_001077635.1_read1704"	"NW_013659383.1"
"Thamnophis_sirtalis_GCF_001077635.1_read1705"	"NW_013659384.1"
"Thamnophis_sirtalis_GCF_001077635.1_read1706"	"NW_013659385.1"
"Thamnophis_sirtalis_GCF_001077635.1_read1707"	"NW_013659386.1"
"Thamnophis_sirtalis_GCF_001077635.1_read1708"	"NW_013659387.1"
"Thamnophis_sirtalis_GCF_001077635.1_read1709"	"NW_013659388.1"
"Thamnophis_sirtalis_GCF_001077635.1_read1710"	"NW_013659389.1"
"Thamnophis_sirtalis_GCF_001077635.1_read1711"	"NW_013659390.1"
"Thamnophis_sirtalis_GCF_001077635.1_read1712"	"NW_013659391.1"
"Thamnophis_sirtalis_GCF_001077635.1_read1713"	"NW_013659392.1"
"Thamnophis_sirtalis_GCF_001077635.1_read1714"	"NW_013659393.1"
"Thamnophis_sirtalis_GCF_001077635.1_read1715"	"NW_013659394.1"
"Thamnophis_sirtalis_GCF_001077635.1_read1716"	"NW_013659395.1"
"Thamnophis_sirtalis_GCF_001077635.1_read1717"	"NW_013659396.1"
"Thamnophis_sirtalis_GCF_001077635.1_read1718"	"NW_013659397.1"
"Thamnophis_sirtalis_GCF_001077635.1_read1719"	"NW_013659398.1"
"Thamnophis_sirtalis_GCF_001077635.1_read1720"	"NW_013659399.1"
"Thamnophis_sirtalis_GCF_001077635.1_read1721"	"NW_013659400.1"
"Thamnophis_sirtalis_GCF_001077635.1_read1722"	"NW_013659401.1"
