"ScaffoldName"	"RefSeq.ScaffoldAccession"
"Thamnophis_sirtalis_GCF_001077635.1_read6368"	"NW_013664047.1"
"Thamnophis_sirtalis_GCF_001077635.1_read6369"	"NW_013664048.1"
"Thamnophis_sirtalis_GCF_001077635.1_read6370"	"NW_013664049.1"
"Thamnophis_sirtalis_GCF_001077635.1_read6371"	"NW_013664050.1"
"Thamnophis_sirtalis_GCF_001077635.1_read6372"	"NW_013664051.1"
"Thamnophis_sirtalis_GCF_001077635.1_read6373"	"NW_013664052.1"
"Thamnophis_sirtalis_GCF_001077635.1_read6374"	"NW_013664053.1"
"Thamnophis_sirtalis_GCF_001077635.1_read6375"	"NW_013664054.1"
"Thamnophis_sirtalis_GCF_001077635.1_read6376"	"NW_013664055.1"
"Thamnophis_sirtalis_GCF_001077635.1_read6377"	"NW_013664056.1"
"Thamnophis_sirtalis_GCF_001077635.1_read6378"	"NW_013664057.1"
"Thamnophis_sirtalis_GCF_001077635.1_read6379"	"NW_013664058.1"
"Thamnophis_sirtalis_GCF_001077635.1_read6380"	"NW_013664059.1"
"Thamnophis_sirtalis_GCF_001077635.1_read6381"	"NW_013664060.1"
"Thamnophis_sirtalis_GCF_001077635.1_read6382"	"NW_013664061.1"
"Thamnophis_sirtalis_GCF_001077635.1_read6383"	"NW_013664062.1"
"Thamnophis_sirtalis_GCF_001077635.1_read6384"	"NW_013664063.1"
"Thamnophis_sirtalis_GCF_001077635.1_read6385"	"NW_013664064.1"
"Thamnophis_sirtalis_GCF_001077635.1_read6386"	"NW_013664065.1"
"Thamnophis_sirtalis_GCF_001077635.1_read6387"	"NW_013664066.1"
"Thamnophis_sirtalis_GCF_001077635.1_read6388"	"NW_013664067.1"
"Thamnophis_sirtalis_GCF_001077635.1_read6389"	"NW_013664068.1"
"Thamnophis_sirtalis_GCF_001077635.1_read6390"	"NW_013664069.1"
"Thamnophis_sirtalis_GCF_001077635.1_read6391"	"NW_013664070.1"
"Thamnophis_sirtalis_GCF_001077635.1_read6392"	"NW_013664071.1"
"Thamnophis_sirtalis_GCF_001077635.1_read6393"	"NW_013664072.1"
"Thamnophis_sirtalis_GCF_001077635.1_read6394"	"NW_013664073.1"
"Thamnophis_sirtalis_GCF_001077635.1_read6395"	"NW_013664074.1"
"Thamnophis_sirtalis_GCF_001077635.1_read6396"	"NW_013664075.1"
"Thamnophis_sirtalis_GCF_001077635.1_read6397"	"NW_013664076.1"
"Thamnophis_sirtalis_GCF_001077635.1_read6398"	"NW_013664077.1"
"Thamnophis_sirtalis_GCF_001077635.1_read6399"	"NW_013664078.1"
"Thamnophis_sirtalis_GCF_001077635.1_read6400"	"NW_013664079.1"
"Thamnophis_sirtalis_GCF_001077635.1_read6401"	"NW_013664080.1"
"Thamnophis_sirtalis_GCF_001077635.1_read6402"	"NW_013664081.1"
"Thamnophis_sirtalis_GCF_001077635.1_read6403"	"NW_013664082.1"
"Thamnophis_sirtalis_GCF_001077635.1_read6404"	"NW_013664083.1"
"Thamnophis_sirtalis_GCF_001077635.1_read6405"	"NW_013664084.1"
"Thamnophis_sirtalis_GCF_001077635.1_read6406"	"NW_013664085.1"
"Thamnophis_sirtalis_GCF_001077635.1_read6407"	"NW_013664086.1"
"Thamnophis_sirtalis_GCF_001077635.1_read6408"	"NW_013664087.1"
"Thamnophis_sirtalis_GCF_001077635.1_read6409"	"NW_013664088.1"
"Thamnophis_sirtalis_GCF_001077635.1_read6410"	"NW_013664089.1"
"Thamnophis_sirtalis_GCF_001077635.1_read6411"	"NW_013664090.1"
"Thamnophis_sirtalis_GCF_001077635.1_read6412"	"NW_013664091.1"
"Thamnophis_sirtalis_GCF_001077635.1_read6413"	"NW_013664092.1"
"Thamnophis_sirtalis_GCF_001077635.1_read6414"	"NW_013664093.1"
"Thamnophis_sirtalis_GCF_001077635.1_read6415"	"NW_013664094.1"
"Thamnophis_sirtalis_GCF_001077635.1_read6416"	"NW_013664095.1"
"Thamnophis_sirtalis_GCF_001077635.1_read6417"	"NW_013664096.1"
"Thamnophis_sirtalis_GCF_001077635.1_read6418"	"NW_013664097.1"
"Thamnophis_sirtalis_GCF_001077635.1_read6419"	"NW_013664098.1"
"Thamnophis_sirtalis_GCF_001077635.1_read6420"	"NW_013664099.1"
"Thamnophis_sirtalis_GCF_001077635.1_read6421"	"NW_013664100.1"
"Thamnophis_sirtalis_GCF_001077635.1_read6422"	"NW_013664101.1"
"Thamnophis_sirtalis_GCF_001077635.1_read6423"	"NW_013664102.1"
"Thamnophis_sirtalis_GCF_001077635.1_read6424"	"NW_013664103.1"
"Thamnophis_sirtalis_GCF_001077635.1_read6425"	"NW_013664104.1"
"Thamnophis_sirtalis_GCF_001077635.1_read6426"	"NW_013664105.1"
"Thamnophis_sirtalis_GCF_001077635.1_read6427"	"NW_013664106.1"
"Thamnophis_sirtalis_GCF_001077635.1_read6428"	"NW_013664107.1"
"Thamnophis_sirtalis_GCF_001077635.1_read6429"	"NW_013664108.1"
"Thamnophis_sirtalis_GCF_001077635.1_read6430"	"NW_013664109.1"
"Thamnophis_sirtalis_GCF_001077635.1_read6431"	"NW_013664110.1"
"Thamnophis_sirtalis_GCF_001077635.1_read6432"	"NW_013664111.1"
"Thamnophis_sirtalis_GCF_001077635.1_read6433"	"NW_013664112.1"
"Thamnophis_sirtalis_GCF_001077635.1_read6434"	"NW_013664113.1"
"Thamnophis_sirtalis_GCF_001077635.1_read6435"	"NW_013664114.1"
"Thamnophis_sirtalis_GCF_001077635.1_read6436"	"NW_013664115.1"
"Thamnophis_sirtalis_GCF_001077635.1_read6437"	"NW_013664116.1"
"Thamnophis_sirtalis_GCF_001077635.1_read6438"	"NW_013664117.1"
"Thamnophis_sirtalis_GCF_001077635.1_read6439"	"NW_013664118.1"
"Thamnophis_sirtalis_GCF_001077635.1_read6440"	"NW_013664119.1"
"Thamnophis_sirtalis_GCF_001077635.1_read6441"	"NW_013664120.1"
"Thamnophis_sirtalis_GCF_001077635.1_read6442"	"NW_013664121.1"
"Thamnophis_sirtalis_GCF_001077635.1_read6443"	"NW_013664122.1"
"Thamnophis_sirtalis_GCF_001077635.1_read6444"	"NW_013664123.1"
"Thamnophis_sirtalis_GCF_001077635.1_read6445"	"NW_013664124.1"
"Thamnophis_sirtalis_GCF_001077635.1_read6446"	"NW_013664125.1"
"Thamnophis_sirtalis_GCF_001077635.1_read6447"	"NW_013664126.1"
"Thamnophis_sirtalis_GCF_001077635.1_read6448"	"NW_013664127.1"
"Thamnophis_sirtalis_GCF_001077635.1_read6449"	"NW_013664128.1"
"Thamnophis_sirtalis_GCF_001077635.1_read6450"	"NW_013664129.1"
"Thamnophis_sirtalis_GCF_001077635.1_read6451"	"NW_013664130.1"
"Thamnophis_sirtalis_GCF_001077635.1_read6452"	"NW_013664131.1"
"Thamnophis_sirtalis_GCF_001077635.1_read6453"	"NW_013664132.1"
"Thamnophis_sirtalis_GCF_001077635.1_read6454"	"NW_013664133.1"
"Thamnophis_sirtalis_GCF_001077635.1_read6455"	"NW_013664134.1"
"Thamnophis_sirtalis_GCF_001077635.1_read6456"	"NW_013664135.1"
"Thamnophis_sirtalis_GCF_001077635.1_read6457"	"NW_013664136.1"
"Thamnophis_sirtalis_GCF_001077635.1_read6458"	"NW_013664137.1"
"Thamnophis_sirtalis_GCF_001077635.1_read6459"	"NW_013664138.1"
"Thamnophis_sirtalis_GCF_001077635.1_read6460"	"NW_013664139.1"
"Thamnophis_sirtalis_GCF_001077635.1_read6461"	"NW_013664140.1"
"Thamnophis_sirtalis_GCF_001077635.1_read6462"	"NW_013664141.1"
"Thamnophis_sirtalis_GCF_001077635.1_read6463"	"NW_013664142.1"
"Thamnophis_sirtalis_GCF_001077635.1_read6464"	"NW_013664143.1"
"Thamnophis_sirtalis_GCF_001077635.1_read6465"	"NW_013664144.1"
"Thamnophis_sirtalis_GCF_001077635.1_read6466"	"NW_013664145.1"
"Thamnophis_sirtalis_GCF_001077635.1_read6467"	"NW_013664146.1"
"Thamnophis_sirtalis_GCF_001077635.1_read6468"	"NW_013664147.1"
"Thamnophis_sirtalis_GCF_001077635.1_read6469"	"NW_013664148.1"
"Thamnophis_sirtalis_GCF_001077635.1_read6470"	"NW_013664149.1"
"Thamnophis_sirtalis_GCF_001077635.1_read6471"	"NW_013664150.1"
"Thamnophis_sirtalis_GCF_001077635.1_read6472"	"NW_013664151.1"
"Thamnophis_sirtalis_GCF_001077635.1_read6473"	"NW_013664152.1"
"Thamnophis_sirtalis_GCF_001077635.1_read6474"	"NW_013664153.1"
"Thamnophis_sirtalis_GCF_001077635.1_read6475"	"NW_013664154.1"
"Thamnophis_sirtalis_GCF_001077635.1_read6476"	"NW_013664155.1"
"Thamnophis_sirtalis_GCF_001077635.1_read6477"	"NW_013664156.1"
"Thamnophis_sirtalis_GCF_001077635.1_read6478"	"NW_013664157.1"
"Thamnophis_sirtalis_GCF_001077635.1_read6479"	"NW_013664158.1"
"Thamnophis_sirtalis_GCF_001077635.1_read6480"	"NW_013664159.1"
"Thamnophis_sirtalis_GCF_001077635.1_read6481"	"NW_013664160.1"
"Thamnophis_sirtalis_GCF_001077635.1_read6482"	"NW_013664161.1"
"Thamnophis_sirtalis_GCF_001077635.1_read6483"	"NW_013664162.1"
"Thamnophis_sirtalis_GCF_001077635.1_read6484"	"NW_013664163.1"
"Thamnophis_sirtalis_GCF_001077635.1_read6485"	"NW_013664164.1"
"Thamnophis_sirtalis_GCF_001077635.1_read6486"	"NW_013664165.1"
"Thamnophis_sirtalis_GCF_001077635.1_read6487"	"NW_013664166.1"
"Thamnophis_sirtalis_GCF_001077635.1_read6488"	"NW_013664167.1"
"Thamnophis_sirtalis_GCF_001077635.1_read6489"	"NW_013664168.1"
"Thamnophis_sirtalis_GCF_001077635.1_read6490"	"NW_013664169.1"
"Thamnophis_sirtalis_GCF_001077635.1_read6491"	"NW_013664170.1"
"Thamnophis_sirtalis_GCF_001077635.1_read6492"	"NW_013664171.1"
"Thamnophis_sirtalis_GCF_001077635.1_read6493"	"NW_013664172.1"
"Thamnophis_sirtalis_GCF_001077635.1_read6494"	"NW_013664173.1"
"Thamnophis_sirtalis_GCF_001077635.1_read6495"	"NW_013664174.1"
"Thamnophis_sirtalis_GCF_001077635.1_read6496"	"NW_013664175.1"
"Thamnophis_sirtalis_GCF_001077635.1_read6497"	"NW_013664176.1"
"Thamnophis_sirtalis_GCF_001077635.1_read6498"	"NW_013664177.1"
"Thamnophis_sirtalis_GCF_001077635.1_read6499"	"NW_013664178.1"
"Thamnophis_sirtalis_GCF_001077635.1_read6500"	"NW_013664179.1"
"Thamnophis_sirtalis_GCF_001077635.1_read6501"	"NW_013664180.1"
"Thamnophis_sirtalis_GCF_001077635.1_read6502"	"NW_013664181.1"
"Thamnophis_sirtalis_GCF_001077635.1_read6503"	"NW_013664182.1"
"Thamnophis_sirtalis_GCF_001077635.1_read6504"	"NW_013664183.1"
"Thamnophis_sirtalis_GCF_001077635.1_read6505"	"NW_013664184.1"
"Thamnophis_sirtalis_GCF_001077635.1_read6506"	"NW_013664185.1"
"Thamnophis_sirtalis_GCF_001077635.1_read6507"	"NW_013664186.1"
"Thamnophis_sirtalis_GCF_001077635.1_read6508"	"NW_013664187.1"
"Thamnophis_sirtalis_GCF_001077635.1_read6509"	"NW_013664188.1"
"Thamnophis_sirtalis_GCF_001077635.1_read6510"	"NW_013664189.1"
"Thamnophis_sirtalis_GCF_001077635.1_read6511"	"NW_013664190.1"
"Thamnophis_sirtalis_GCF_001077635.1_read6512"	"NW_013664191.1"
"Thamnophis_sirtalis_GCF_001077635.1_read6513"	"NW_013664192.1"
"Thamnophis_sirtalis_GCF_001077635.1_read6514"	"NW_013664193.1"
"Thamnophis_sirtalis_GCF_001077635.1_read6515"	"NW_013664194.1"
"Thamnophis_sirtalis_GCF_001077635.1_read6516"	"NW_013664195.1"
"Thamnophis_sirtalis_GCF_001077635.1_read6517"	"NW_013664196.1"
"Thamnophis_sirtalis_GCF_001077635.1_read6518"	"NW_013664197.1"
"Thamnophis_sirtalis_GCF_001077635.1_read6519"	"NW_013664198.1"
"Thamnophis_sirtalis_GCF_001077635.1_read6520"	"NW_013664199.1"
"Thamnophis_sirtalis_GCF_001077635.1_read6521"	"NW_013664200.1"
"Thamnophis_sirtalis_GCF_001077635.1_read6522"	"NW_013664201.1"
"Thamnophis_sirtalis_GCF_001077635.1_read6523"	"NW_013664202.1"
"Thamnophis_sirtalis_GCF_001077635.1_read6524"	"NW_013664203.1"
"Thamnophis_sirtalis_GCF_001077635.1_read6525"	"NW_013664204.1"
"Thamnophis_sirtalis_GCF_001077635.1_read6526"	"NW_013664205.1"
"Thamnophis_sirtalis_GCF_001077635.1_read6527"	"NW_013664206.1"
"Thamnophis_sirtalis_GCF_001077635.1_read6528"	"NW_013664207.1"
"Thamnophis_sirtalis_GCF_001077635.1_read6529"	"NW_013664208.1"
"Thamnophis_sirtalis_GCF_001077635.1_read6530"	"NW_013664209.1"
"Thamnophis_sirtalis_GCF_001077635.1_read6531"	"NW_013664210.1"
"Thamnophis_sirtalis_GCF_001077635.1_read6532"	"NW_013664211.1"
"Thamnophis_sirtalis_GCF_001077635.1_read6533"	"NW_013664212.1"
"Thamnophis_sirtalis_GCF_001077635.1_read6534"	"NW_013664213.1"
"Thamnophis_sirtalis_GCF_001077635.1_read6535"	"NW_013664214.1"
"Thamnophis_sirtalis_GCF_001077635.1_read6536"	"NW_013664215.1"
"Thamnophis_sirtalis_GCF_001077635.1_read6537"	"NW_013664216.1"
"Thamnophis_sirtalis_GCF_001077635.1_read6538"	"NW_013664217.1"
"Thamnophis_sirtalis_GCF_001077635.1_read6539"	"NW_013664218.1"
"Thamnophis_sirtalis_GCF_001077635.1_read6540"	"NW_013664219.1"
"Thamnophis_sirtalis_GCF_001077635.1_read6541"	"NW_013664220.1"
"Thamnophis_sirtalis_GCF_001077635.1_read6542"	"NW_013664221.1"
"Thamnophis_sirtalis_GCF_001077635.1_read6543"	"NW_013664222.1"
"Thamnophis_sirtalis_GCF_001077635.1_read6544"	"NW_013664223.1"
"Thamnophis_sirtalis_GCF_001077635.1_read6545"	"NW_013664224.1"
"Thamnophis_sirtalis_GCF_001077635.1_read6546"	"NW_013664225.1"
"Thamnophis_sirtalis_GCF_001077635.1_read6547"	"NW_013664226.1"
"Thamnophis_sirtalis_GCF_001077635.1_read6548"	"NW_013664227.1"
"Thamnophis_sirtalis_GCF_001077635.1_read6549"	"NW_013664228.1"
"Thamnophis_sirtalis_GCF_001077635.1_read6550"	"NW_013664229.1"
"Thamnophis_sirtalis_GCF_001077635.1_read6551"	"NW_013664230.1"
"Thamnophis_sirtalis_GCF_001077635.1_read6552"	"NW_013664231.1"
"Thamnophis_sirtalis_GCF_001077635.1_read6553"	"NW_013664232.1"
"Thamnophis_sirtalis_GCF_001077635.1_read6554"	"NW_013664233.1"
"Thamnophis_sirtalis_GCF_001077635.1_read6555"	"NW_013664234.1"
"Thamnophis_sirtalis_GCF_001077635.1_read6556"	"NW_013664235.1"
"Thamnophis_sirtalis_GCF_001077635.1_read6557"	"NW_013664236.1"
"Thamnophis_sirtalis_GCF_001077635.1_read6558"	"NW_013664237.1"
"Thamnophis_sirtalis_GCF_001077635.1_read6559"	"NW_013664238.1"
"Thamnophis_sirtalis_GCF_001077635.1_read6560"	"NW_013664239.1"
"Thamnophis_sirtalis_GCF_001077635.1_read6561"	"NW_013664240.1"
"Thamnophis_sirtalis_GCF_001077635.1_read6562"	"NW_013664241.1"
"Thamnophis_sirtalis_GCF_001077635.1_read6563"	"NW_013664242.1"
"Thamnophis_sirtalis_GCF_001077635.1_read6564"	"NW_013664243.1"
"Thamnophis_sirtalis_GCF_001077635.1_read6565"	"NW_013664244.1"
"Thamnophis_sirtalis_GCF_001077635.1_read6566"	"NW_013664245.1"
"Thamnophis_sirtalis_GCF_001077635.1_read6567"	"NW_013664246.1"
"Thamnophis_sirtalis_GCF_001077635.1_read6568"	"NW_013664247.1"
"Thamnophis_sirtalis_GCF_001077635.1_read6569"	"NW_013664248.1"
"Thamnophis_sirtalis_GCF_001077635.1_read6570"	"NW_013664249.1"
"Thamnophis_sirtalis_GCF_001077635.1_read6571"	"NW_013664250.1"
"Thamnophis_sirtalis_GCF_001077635.1_read6572"	"NW_013664251.1"
"Thamnophis_sirtalis_GCF_001077635.1_read6573"	"NW_013664252.1"
"Thamnophis_sirtalis_GCF_001077635.1_read6574"	"NW_013664253.1"
"Thamnophis_sirtalis_GCF_001077635.1_read6575"	"NW_013664254.1"
"Thamnophis_sirtalis_GCF_001077635.1_read6576"	"NW_013664255.1"
"Thamnophis_sirtalis_GCF_001077635.1_read6577"	"NW_013664256.1"
"Thamnophis_sirtalis_GCF_001077635.1_read6578"	"NW_013664257.1"
"Thamnophis_sirtalis_GCF_001077635.1_read6579"	"NW_013664258.1"
"Thamnophis_sirtalis_GCF_001077635.1_read6580"	"NW_013664259.1"
"Thamnophis_sirtalis_GCF_001077635.1_read6581"	"NW_013664260.1"
"Thamnophis_sirtalis_GCF_001077635.1_read6582"	"NW_013664261.1"
"Thamnophis_sirtalis_GCF_001077635.1_read6583"	"NW_013664262.1"
"Thamnophis_sirtalis_GCF_001077635.1_read6584"	"NW_013664263.1"
"Thamnophis_sirtalis_GCF_001077635.1_read6585"	"NW_013664264.1"
"Thamnophis_sirtalis_GCF_001077635.1_read6586"	"NW_013664265.1"
"Thamnophis_sirtalis_GCF_001077635.1_read6587"	"NW_013664266.1"
"Thamnophis_sirtalis_GCF_001077635.1_read6588"	"NW_013664267.1"
"Thamnophis_sirtalis_GCF_001077635.1_read6589"	"NW_013664268.1"
"Thamnophis_sirtalis_GCF_001077635.1_read6590"	"NW_013664269.1"
"Thamnophis_sirtalis_GCF_001077635.1_read6591"	"NW_013664270.1"
"Thamnophis_sirtalis_GCF_001077635.1_read6592"	"NW_013664271.1"
"Thamnophis_sirtalis_GCF_001077635.1_read6593"	"NW_013664272.1"
"Thamnophis_sirtalis_GCF_001077635.1_read6594"	"NW_013664273.1"
"Thamnophis_sirtalis_GCF_001077635.1_read6595"	"NW_013664274.1"
"Thamnophis_sirtalis_GCF_001077635.1_read6596"	"NW_013664275.1"
"Thamnophis_sirtalis_GCF_001077635.1_read6597"	"NW_013664276.1"
"Thamnophis_sirtalis_GCF_001077635.1_read6598"	"NW_013664277.1"
"Thamnophis_sirtalis_GCF_001077635.1_read6599"	"NW_013664278.1"
"Thamnophis_sirtalis_GCF_001077635.1_read6600"	"NW_013664279.1"
"Thamnophis_sirtalis_GCF_001077635.1_read6601"	"NW_013664280.1"
"Thamnophis_sirtalis_GCF_001077635.1_read6602"	"NW_013664281.1"
"Thamnophis_sirtalis_GCF_001077635.1_read6603"	"NW_013664282.1"
"Thamnophis_sirtalis_GCF_001077635.1_read6604"	"NW_013664283.1"
"Thamnophis_sirtalis_GCF_001077635.1_read6605"	"NW_013664284.1"
"Thamnophis_sirtalis_GCF_001077635.1_read6606"	"NW_013664285.1"
"Thamnophis_sirtalis_GCF_001077635.1_read6607"	"NW_013664286.1"
"Thamnophis_sirtalis_GCF_001077635.1_read6608"	"NW_013664287.1"
"Thamnophis_sirtalis_GCF_001077635.1_read6609"	"NW_013664288.1"
"Thamnophis_sirtalis_GCF_001077635.1_read6610"	"NW_013664289.1"
"Thamnophis_sirtalis_GCF_001077635.1_read6611"	"NW_013664290.1"
"Thamnophis_sirtalis_GCF_001077635.1_read6612"	"NW_013664291.1"
"Thamnophis_sirtalis_GCF_001077635.1_read6613"	"NW_013664292.1"
"Thamnophis_sirtalis_GCF_001077635.1_read6614"	"NW_013664293.1"
"Thamnophis_sirtalis_GCF_001077635.1_read6615"	"NW_013664294.1"
"Thamnophis_sirtalis_GCF_001077635.1_read6616"	"NW_013664295.1"
"Thamnophis_sirtalis_GCF_001077635.1_read6617"	"NW_013664296.1"
"Thamnophis_sirtalis_GCF_001077635.1_read6618"	"NW_013664297.1"
"Thamnophis_sirtalis_GCF_001077635.1_read6619"	"NW_013664298.1"
"Thamnophis_sirtalis_GCF_001077635.1_read6620"	"NW_013664299.1"
"Thamnophis_sirtalis_GCF_001077635.1_read6621"	"NW_013664300.1"
"Thamnophis_sirtalis_GCF_001077635.1_read6622"	"NW_013664301.1"
"Thamnophis_sirtalis_GCF_001077635.1_read6623"	"NW_013664302.1"
"Thamnophis_sirtalis_GCF_001077635.1_read6624"	"NW_013664303.1"
"Thamnophis_sirtalis_GCF_001077635.1_read6625"	"NW_013664304.1"
"Thamnophis_sirtalis_GCF_001077635.1_read6626"	"NW_013664305.1"
"Thamnophis_sirtalis_GCF_001077635.1_read6627"	"NW_013664306.1"
"Thamnophis_sirtalis_GCF_001077635.1_read6628"	"NW_013664307.1"
"Thamnophis_sirtalis_GCF_001077635.1_read6629"	"NW_013664308.1"
"Thamnophis_sirtalis_GCF_001077635.1_read6630"	"NW_013664309.1"
"Thamnophis_sirtalis_GCF_001077635.1_read6631"	"NW_013664310.1"
"Thamnophis_sirtalis_GCF_001077635.1_read6632"	"NW_013664311.1"
"Thamnophis_sirtalis_GCF_001077635.1_read6633"	"NW_013664312.1"
"Thamnophis_sirtalis_GCF_001077635.1_read6634"	"NW_013664313.1"
"Thamnophis_sirtalis_GCF_001077635.1_read6635"	"NW_013664314.1"
"Thamnophis_sirtalis_GCF_001077635.1_read6636"	"NW_013664315.1"
"Thamnophis_sirtalis_GCF_001077635.1_read6637"	"NW_013664316.1"
"Thamnophis_sirtalis_GCF_001077635.1_read6638"	"NW_013664317.1"
"Thamnophis_sirtalis_GCF_001077635.1_read6639"	"NW_013664318.1"
"Thamnophis_sirtalis_GCF_001077635.1_read6640"	"NW_013664319.1"
"Thamnophis_sirtalis_GCF_001077635.1_read6641"	"NW_013664320.1"
"Thamnophis_sirtalis_GCF_001077635.1_read6642"	"NW_013664321.1"
"Thamnophis_sirtalis_GCF_001077635.1_read6643"	"NW_013664322.1"
"Thamnophis_sirtalis_GCF_001077635.1_read6644"	"NW_013664323.1"
"Thamnophis_sirtalis_GCF_001077635.1_read6645"	"NW_013664324.1"
"Thamnophis_sirtalis_GCF_001077635.1_read6646"	"NW_013664325.1"
"Thamnophis_sirtalis_GCF_001077635.1_read6647"	"NW_013664326.1"
"Thamnophis_sirtalis_GCF_001077635.1_read6648"	"NW_013664327.1"
"Thamnophis_sirtalis_GCF_001077635.1_read6649"	"NW_013664328.1"
"Thamnophis_sirtalis_GCF_001077635.1_read6650"	"NW_013664329.1"
"Thamnophis_sirtalis_GCF_001077635.1_read6651"	"NW_013664330.1"
"Thamnophis_sirtalis_GCF_001077635.1_read6652"	"NW_013664331.1"
"Thamnophis_sirtalis_GCF_001077635.1_read6653"	"NW_013664332.1"
"Thamnophis_sirtalis_GCF_001077635.1_read6654"	"NW_013664333.1"
"Thamnophis_sirtalis_GCF_001077635.1_read6655"	"NW_013664334.1"
"Thamnophis_sirtalis_GCF_001077635.1_read6656"	"NW_013664335.1"
"Thamnophis_sirtalis_GCF_001077635.1_read6657"	"NW_013664336.1"
"Thamnophis_sirtalis_GCF_001077635.1_read6658"	"NW_013664337.1"
"Thamnophis_sirtalis_GCF_001077635.1_read6659"	"NW_013664338.1"
"Thamnophis_sirtalis_GCF_001077635.1_read6660"	"NW_013664339.1"
"Thamnophis_sirtalis_GCF_001077635.1_read6661"	"NW_013664340.1"
"Thamnophis_sirtalis_GCF_001077635.1_read6662"	"NW_013664341.1"
"Thamnophis_sirtalis_GCF_001077635.1_read6663"	"NW_013664342.1"
"Thamnophis_sirtalis_GCF_001077635.1_read6664"	"NW_013664343.1"
"Thamnophis_sirtalis_GCF_001077635.1_read6665"	"NW_013664344.1"
"Thamnophis_sirtalis_GCF_001077635.1_read6666"	"NW_013664345.1"
"Thamnophis_sirtalis_GCF_001077635.1_read6667"	"NW_013664346.1"
"Thamnophis_sirtalis_GCF_001077635.1_read6668"	"NW_013664347.1"
"Thamnophis_sirtalis_GCF_001077635.1_read6669"	"NW_013664348.1"
"Thamnophis_sirtalis_GCF_001077635.1_read6670"	"NW_013664349.1"
"Thamnophis_sirtalis_GCF_001077635.1_read6671"	"NW_013664350.1"
"Thamnophis_sirtalis_GCF_001077635.1_read6672"	"NW_013664351.1"
"Thamnophis_sirtalis_GCF_001077635.1_read6673"	"NW_013664352.1"
"Thamnophis_sirtalis_GCF_001077635.1_read6674"	"NW_013664353.1"
"Thamnophis_sirtalis_GCF_001077635.1_read6675"	"NW_013664354.1"
"Thamnophis_sirtalis_GCF_001077635.1_read6676"	"NW_013664355.1"
"Thamnophis_sirtalis_GCF_001077635.1_read6677"	"NW_013664356.1"
"Thamnophis_sirtalis_GCF_001077635.1_read6678"	"NW_013664357.1"
"Thamnophis_sirtalis_GCF_001077635.1_read6679"	"NW_013664358.1"
"Thamnophis_sirtalis_GCF_001077635.1_read6680"	"NW_013664359.1"
"Thamnophis_sirtalis_GCF_001077635.1_read6681"	"NW_013664360.1"
"Thamnophis_sirtalis_GCF_001077635.1_read6682"	"NW_013664361.1"
"Thamnophis_sirtalis_GCF_001077635.1_read6683"	"NW_013664362.1"
"Thamnophis_sirtalis_GCF_001077635.1_read6684"	"NW_013664363.1"
"Thamnophis_sirtalis_GCF_001077635.1_read6685"	"NW_013664364.1"
"Thamnophis_sirtalis_GCF_001077635.1_read6686"	"NW_013664365.1"
"Thamnophis_sirtalis_GCF_001077635.1_read6687"	"NW_013664366.1"
"Thamnophis_sirtalis_GCF_001077635.1_read6688"	"NW_013664367.1"
"Thamnophis_sirtalis_GCF_001077635.1_read6689"	"NW_013664368.1"
"Thamnophis_sirtalis_GCF_001077635.1_read6690"	"NW_013664369.1"
"Thamnophis_sirtalis_GCF_001077635.1_read6691"	"NW_013664370.1"
"Thamnophis_sirtalis_GCF_001077635.1_read6692"	"NW_013664371.1"
"Thamnophis_sirtalis_GCF_001077635.1_read6693"	"NW_013664372.1"
"Thamnophis_sirtalis_GCF_001077635.1_read6694"	"NW_013664373.1"
"Thamnophis_sirtalis_GCF_001077635.1_read6695"	"NW_013664374.1"
"Thamnophis_sirtalis_GCF_001077635.1_read6696"	"NW_013664375.1"
"Thamnophis_sirtalis_GCF_001077635.1_read6697"	"NW_013664376.1"
"Thamnophis_sirtalis_GCF_001077635.1_read6698"	"NW_013664377.1"
"Thamnophis_sirtalis_GCF_001077635.1_read6699"	"NW_013664378.1"
"Thamnophis_sirtalis_GCF_001077635.1_read6700"	"NW_013664379.1"
"Thamnophis_sirtalis_GCF_001077635.1_read6701"	"NW_013664380.1"
"Thamnophis_sirtalis_GCF_001077635.1_read6702"	"NW_013664381.1"
"Thamnophis_sirtalis_GCF_001077635.1_read6703"	"NW_013664382.1"
"Thamnophis_sirtalis_GCF_001077635.1_read6704"	"NW_013664383.1"
"Thamnophis_sirtalis_GCF_001077635.1_read6705"	"NW_013664384.1"
"Thamnophis_sirtalis_GCF_001077635.1_read6706"	"NW_013664385.1"
"Thamnophis_sirtalis_GCF_001077635.1_read6707"	"NW_013664386.1"
"Thamnophis_sirtalis_GCF_001077635.1_read6708"	"NW_013664387.1"
"Thamnophis_sirtalis_GCF_001077635.1_read6709"	"NW_013664388.1"
"Thamnophis_sirtalis_GCF_001077635.1_read6710"	"NW_013664389.1"
"Thamnophis_sirtalis_GCF_001077635.1_read6711"	"NW_013664390.1"
"Thamnophis_sirtalis_GCF_001077635.1_read6712"	"NW_013664391.1"
"Thamnophis_sirtalis_GCF_001077635.1_read6713"	"NW_013664392.1"
"Thamnophis_sirtalis_GCF_001077635.1_read6714"	"NW_013664393.1"
"Thamnophis_sirtalis_GCF_001077635.1_read6715"	"NW_013664394.1"
"Thamnophis_sirtalis_GCF_001077635.1_read6716"	"NW_013664395.1"
