group415	MIC_7	8135378	8137416
group416	MIC_7	140001	153369
group417	3	202361032	202369964
group418	1	69580001	69587413
group419	MIC_5	982607	1000000
group420	6	21440002	21447087
group421	4	95820041	95833882
group423	MIC_8	7781175	7800000
group424	MIC_7	9708516	9720000
group425	MIC_3	627888	640000
group426	1	248700001	248707149
group427	MIC_4	6750567	6756841
group428	2	32420001	32427480
group429	2	158882233	158891123
group432	1	7980004	7983276
group434	2	308500001	308505395
group435	1	160620001	160629264
group436	Z	120723310	120735701
group437	MIC_2	11966747	11980000
group438	MIC_6	9980002	9993200
group439	5	35812466	35817868
group440	2	150720001	150739814
group441	2	273740002	273759343
group442	2	136459201	136460000
group443	Z	94766566	94773122
group444	3	216520435	216540000
group446	4	88786797	88799394
group447	1	253020733	253028517
group449	2	153101865	153119999
group451	MIC_3	16452948	16459999
group453	MIC_1	30289198	30299681
group456	7	52704626	52712268
group458	3	39350689	39360000
group461	3	175021162	175032902
group462	MIC_6	13942039	13947663
group465	3	174967272	174980000
group466	2	193147488	193160000
group467	2	242131673	242138707
group468	5	50565278	50580000
group469	4	166480170	166482707
group471	MIC_7	7482605	7494450
group472	7	23408192	23419999
group473	MIC_9	13323524	13328157
group474	MIC_4	25380002	25384253
group475	MIC_9	15168496	15178013
group478	3	176573729	176576368
group479	4	9380002	9388997
group480	1	216041395	216056411
group481	MIC_11	763549	777103
group483	2	8864251	8879671
group484	MIC_10	4740001	4749957
group486	MIC_5	24963840	24975942
group487	3	112180686	112197737
group488	3	101621126	101639683
group489	MIC_4	25220180	25232535
group490	MIC_9	8540001	8557407
group491	1	328012032	328013354
group492	MIC_8	11200002	11205437
group493	5	61935032	61939180
group496	1	156026163	156040000
group497	2	285746486	285760000
group498	2	236730364	236737652
group499	Z	104271287	104279499
group500	2	86887595	86897735
group501	1	7542331	7556586
group504	MIC_3	28044169	28059650
group505	2	25700001	25718848
group506	1	272494949	272499985
group509	1	248836347	248838027
group510	Z	108493662	108499977
group512	1	28251984	28258605
group513	4	11980969	11989824
group514	7	24241124	24248987
group515	Z	110160635	110173191
group517	Z	111961865	111969969
group518	2	8760001	8770563
group519	2	19340001	19347987
group521	2	271022770	271039186
group522	2	208980025	208986853
group523	Z	79234383	79239817
group524	5	7326254	7339727
group526	MIC_7	18750337	18757581
group527	MIC_9	4780051	4789218
group528	MIC_1	2614774	2619999
group529	1	250080003	250095777
group530	MIC_7	19689529	19694845
group531	MIC_7	13586812	13598224
group532	4	9200001	9205432
group534	1	339520200	339529057
group535	Z	26980001	26994125
group536	MIC_6	760010	761682
group537	MIC_5	23900001	23907612
group538	Z	128920001	128923400
group539	MIC_3	29608013	29617526
group541	Z	80240626	80250432
group542	MIC_11	2402118	2416722
group543	1	92640200	92657229
group544	1	178480001	178494539
group545	MIC_5	3372305	3379302
group546	MIC_3	25763124	25770895
group547	2	199111932	199119926
group548	MIC_11	9832083	9834257
group549	2	186860001	186864752
group550	MIC_7	11351622	11360000
group551	MIC_11	2433466	2439999
group554	3	93611177	93620000
group556	1	245808394	245818607
group557	MIC_4	854923	856287
group558	MIC_3	19303932	19319947
group561	1	107646336	107658525
group562	MIC_3	9046819	9059351
group563	MIC_3	27387608	27397437
group564	3	13080001	13085753
group565	MIC_8	942675	944950
group566	MIC_7	19903247	19914366
group567	1	18817189	18819885
group568	2	23780144	23791673
group572	MIC_3	10860187	10880000
group574	MIC_7	10870947	10880000
group579	2	12889130	12898741
group580	2	11325987	11333498
group583	7	5040001	5056196
group584	4	10607080	10619999
group585	2	182040002	182057128
group586	MIC_6	11160001	11166707
group587	MIC_3	7720002	7735095
group588	3	37949370	37958833
group590	MIC_6	15024833	15039773
group591	MIC_3	18467687	18480000
group592	2	80268359	80279398
group593	1	301530930	301540000
group594	1	208777048	208779999
group595	MIC_9	10722199	10729358
group596	MIC_1	7147511	7159988
group598	4	179301586	179320000
group600	MIC_1	31720642	31724281
group601	MIC_11	9431935	9439571
group602	4	61732191	61734984
group604	MIC_10	1280001	1281512
group607	MIC_9	10940001	10945531
group608	1	163120338	163135646
group610	2	35981669	35999997
group612	MIC_4	7043051	7059998
group613	MIC_7	800243	815515
group614	MIC_10	11500007	11506913
group615	MIC_7	19870211	19872368
group616	3	193234723	193240000
group617	3	86351113	86359997
group618	1	143378419	143379999
group619	5	10381654	10393336
group620	3	76229216	76239999
group622	2	21068966	21079999
group623	MIC_8	1662031	1677019
group625	2	5546501	5560000
group626	MIC_8	600001	601851
group630	MIC_1	29585514	29595258
group631	1	313910816	313912276
group632	3	192580001	192593309
group633	1	47540001	47551567
group634	1	117660001	117665907
group635	1	171122286	171132424
group636	MIC_2	18340068	18346402
group637	3	73421631	73440000
group638	2	283394459	283397959
group640	4	118547856	118558296
group641	3	158700001	158705769
group642	4	89724062	89738842
group643	3	148895003	148896704
group644	4	130853371	130859462
group645	4	118490340	118500000
group647	3	175637440	175639999
group648	1	162700119	162711494
group649	1	276516310	276517736
group650	2	224120921	224132175
group651	1	55320001	55329632
group652	MIC_7	18083473	18094420
group653	1	54802509	54804376
group654	1	53287678	53300000
group655	2	239485407	239486876
group657	4	118387850	118397459
group658	3	62231056	62239723
group659	MIC_4	15947583	15957249
group660	1	307760001	307764517
group661	1	309140002	309143492
group662	2	238254659	238259657
group663	3	192336841	192338828
group664	1	218126285	218129624
group665	MIC_4	16797278	16800000
group666	1	118043488	118044809
group667	MIC_4	16653177	16659999
group668	3	180724917	180735239
group669	1	224450771	224460000
group670	3	88628985	88630688
group671	1	309113769	309119967
group672	MIC_4	25689110	25700000
group674	4	14980941	14999997
group676	3	62020001	62022611
group677	2	89700001	89707292
group678	1	269600002	269614182
group679	Z	47241815	47251455
group680	Z	43668686	43679999
group681	1	206465220	206471762
group682	2	49937460	49940000
group683	1	117620001	117621337
group684	5	14469879	14479999
group685	1	307850251	307858053
group686	3	179627803	179629388
group687	Z	75405316	75410855
group688	1	35395583	35397210
group689	6	42008268	42012799
group690	5	9322178	9326670
group691	Z	40709090	40717077
group692	1	89873232	89875048
group693	3	153651384	153660000
group694	3	203020535	203032798
group695	1	54196039	54200000
group696	4	177215237	177217041
group697	MIC_7	18070727	18074571
group698	3	153940146	153951160
group699	3	91729219	91736194
group700	1	34463486	34470576
group702	3	21905807	21918214
group703	3	72800001	72813854
group705	1	225641825	225645751
group706	3	175553692	175555184
group707	3	197860103	197875149
group708	MIC_6	15073961	15078882
group710	4	80320001	80325608
group711	1	218113326	218116457
group713	MIC_4	15689900	15699999
group714	1	47440007	47444196
group715	4	169161601	169172336
group716	4	118380001	118382533
group717	3	128222147	128234919
group718	4	119987816	119989255
group719	1	54536097	54540000
group720	2	50101948	50117965
group721	3	186952341	186954062
group722	MIC_2	28081136	28089084
group723	1	213220001	213221316
group724	1	224013575	224020000
group725	1	170463694	170469540
group726	2	263408383	263419999
group727	1	315885923	315895335
group728	3	125118016	125120000
group729	2	237997235	237999999
group730	3	187156691	187158483
group731	3	157483324	157486528
group732	1	212932073	212940000
group733	1	87396112	87400000
group734	4	130957420	130959607
group735	3	159412430	159415271
group737	1	173571861	173577513
group738	Z	43564541	43572263
group739	1	216411782	216419511
group741	7	5629769	5631621
group743	MIC_2	5169909	5176998
group744	4	123809999	123820000
group745	3	175641155	175643583
group746	1	174474359	174480000
group747	1	331595741	331599999
group748	4	127544269	127549434
group749	5	14380001	14396323
group750	1	307960002	307966473
group751	5	1992642	1999995
group752	2	274291804	274299422
group753	3	74307401	74318150
group754	1	308113731	308116900
group756	1	54313245	54320000
group757	3	74217617	74219555
group758	2	249505790	249513984
group760	3	159401470	159410611
group761	4	33329563	33339999
group762	3	180520003	180526407
group763	3	31450867	31460000
group764	1	47640001	47645923
group765	MIC_6	17480001	17497480
group766	7	26180201	26189451
group768	1	172667396	172672634
group771	3	159665163	159670067
group772	1	276520002	276529459
group773	4	158203733	158205252
group774	6	23180001	23182412
group775	1	172682964	172687900
group776	3	195568349	195569973
group777	2	153146716	153159391
group778	1	36226720	36238320
group779	Z	46908231	46910167
group780	3	192669686	192679689
group781	1	118082012	118092296
group782	3	172072503	172075009
group783	2	49589201	49600000
group784	4	31869624	31879007
group785	4	33231642	33235172
group786	3	182920563	182938860
group787	4	96436834	96439490
group788	3	197880009	197889216
group789	3	87460001	87465622
group790	MIC_4	15545464	15551511
group791	Z	85928684	85931155
group792	4	90063640	90077297
group793	3	172580001	172586107
group794	2	39620001	39638480
group795	1	48111363	48112839
group796	2	263048247	263060000
group797	MIC_4	16189513	16192290
group798	1	276392599	276396018
group799	MIC_2	27911631	27913202
group801	3	186594613	186600000
group802	3	127907322	127908605
group803	4	118713825	118720000
group804	1	85419316	85420000
group805	1	316780001	316781052
group807	Z	23900001	23904366
group808	2	236726935	236730225
group809	4	123984213	123992407
group810	1	58081337	58084276
group811	3	159840001	159841136
group813	1	276814719	276817038
group814	4	118420943	118423391
group815	4	90264430	90271680
group816	1	36191956	36193340
group817	7	40540002	40547554
group818	2	260724570	260738734
group819	3	175620001	175634871
group821	4	118405660	118418259
group823	MIC_4	20792410	20794176
group824	1	307764093	307780000
group825	Z	34811254	34820000
group826	4	128230571	128239809
group827	MIC_4	19156551	19159912
group828	MIC_4	20580678	20588447
group829	1	217703165	217715108
group831	4	118497655	118499360
group832	1	33784083	33791719
group834	MIC_4	15940001	15947790
group835	1	330050309	330051736
group836	1	275995740	275997866
group837	2	50240962	50259057
group838	3	167680001	167686848
group839	4	163224224	163232548
group840	4	96900001	96912976
group841	3	159272938	159277368
group842	1	234100090	234104449
group843	2	263331217	263339816
group844	1	313940001	313947068
group845	MIC_2	27853986	27855653
group846	3	177843731	177859871
group847	2	265961197	265970026
group848	MIC_2	28420003	28431115
group849	1	70096627	70099721
group850	6	19913554	19917326
group852	MIC_2	27820001	27824240
group853	1	109918741	109920000
group854	1	207260002	207260985
group855	MIC_4	16362781	16379399
group856	Z	46900694	46905348
group857	4	119540983	119543251
group858	3	157200001	157210464
group859	3	197456789	197459999
group860	1	332659109	332660000
group861	1	192080584	192099149
group862	3	149105257	149119433
group863	1	224678871	224680000
group864	3	88212270	88219968
group865	Z	44323836	44326652
group866	2	231490169	231499998
group867	2	224561380	224567110
group868	1	276227320	276232949
group869	1	312221143	312226478
group871	1	276304968	276306721
group872	1	53261501	53267619
group873	MIC_2	28400002	28401196
group874	1	159522632	159532387
group875	1	98694840	98696447
group876	2	236612712	236619852
group877	1	98071688	98077255
group879	1	218225614	218226931
group880	4	119076103	119078400
group881	1	118660001	118664156
group882	6	25746723	25753156
group883	4	119020238	119024298
group884	6	41420002	41431392
group885	4	35880001	35881699
group886	4	89593428	89598220
group888	1	170993559	171000000
group889	1	54620001	54625188
group890	MIC_4	15846664	15854166
group891	5	39589925	39596660
group892	3	22206278	22217227
group893	1	97992139	97998828
group895	4	115627803	115638946
group896	Z	43308291	43319400
group898	1	213260208	213261994
group899	7	44440002	44451773
group901	3	197798087	197799453
group903	4	158121258	158127916
group904	2	263789197	263790624
group905	MIC_4	15930483	15935681
group906	1	213608678	213615932
group907	2	274384488	274389082
group908	1	170648974	170651137
group909	2	277140002	277147652
group910	Z	40749516	40757203
group911	1	317749265	317753148
group912	3	197902129	197905635
group913	7	41135063	41140000
group914	1	146743603	146757817
group915	1	74841261	74853214
group916	2	224000392	224007037
group917	2	250446242	250455377
group918	1	34721403	34723690
group919	2	50502677	50506787
group920	1	176302365	176309894
group922	3	74200001	74217732
group923	1	54631743	54633678
group924	6	39460001	39460873
group925	1	208525362	208540000
group926	3	172669447	172679473
group927	3	105660995	105662444
group928	2	239104181	239112365
group929	2	88846188	88847467
group930	MIC_4	16200002	16212346
group931	1	74632790	74639077
group932	1	313860007	313871630
group933	1	118897381	118900000
group934	6	41385155	41397771
group935	6	19400001	19407107
group936	4	89487068	89493506
group937	MIC_4	16771743	16779453
group938	2	224726515	224737740
group939	3	73331582	73335342
group940	3	46660001	46663360
group941	6	41898821	41900000
group942	4	127249979	127260000
group943	4	119637730	119640000
group944	1	35820014	35821740
group945	3	62244930	62254018
group946	1	308140001	308144800
group947	1	206480001	206491389
group948	1	309124556	309126196
group949	1	35526202	35527918
group950	Z	47265163	47270472
group951	4	49560002	49563125
group952	3	197861373	197874348
group953	1	55524206	55535301
group954	3	159708642	159715286
group955	2	50600229	50608299
group956	1	307648809	307654403
group958	4	177163677	177173336
group959	1	275558118	275560000
group960	1	314222524	314231528
group961	4	119525069	119532087
group962	3	192280001	192289029
group963	1	312369540	312374130
group964	MIC_2	28573698	28579034
group965	1	225371650	225378717
group966	1	332673135	332677939
group967	MIC_2	28334441	28340000
group968	1	223236835	223238627
group969	1	317760001	317772427
group970	1	225580001	225583763
group971	6	19484619	19493267
group974	3	202167152	202176536
group975	1	206621409	206629413
group976	1	267640178	267646849
group977	1	272927430	272935995
group978	1	180296186	180297943
group979	MIC_2	28713526	28716617
group980	1	182422299	182428708
group981	1	308343514	308345060
group982	1	55724131	55729202
group983	3	149340001	149344610
group984	2	249301579	249303151
group985	7	43990642	43995272
group986	1	180131848	180138747
group987	1	258220001	258228944
group989	1	162666270	162669863
group990	2	50000001	50004490
group991	2	264687478	264697194
group992	4	33301444	33303109
group993	1	74722145	74739196
group994	4	33220001	33221732
group996	3	67720001	67734724
group998	4	122000001	122002859
group999	1	314720001	314724221
group1000	3	172400456	172402195
group1001	4	89840001	89848188
group1002	1	206200001	206201255
group1003	4	130972401	130980000
group1004	1	47617173	47620000
group1005	3	87380002	87395122
group1006	Z	47265634	47267057
group1007	3	197711833	197720000
group1008	1	217873968	217879999
group1009	3	87482287	87495569
group1010	7	40458422	40460000
group1011	5	50920566	50937211
group1012	3	86796804	86799999
group1013	Z	44176351	44178644
group1014	1	207533194	207538815
group1015	4	152280002	152289172
group1016	1	180160112	180163787
group1017	1	345591733	345593462
group1018	MIC_4	21486294	21489240
group1019	1	52640199	52653597
group1020	6	5889767	5899886
group1021	3	175886970	175888659
group1022	4	115588758	115592380
group1023	MIC_8	4749645	4759999
group1024	Z	43422560	43425389
group1025	6	13849039	13853223
group1026	3	186690840	186692207
group1027	2	274420110	274427108
group1028	1	269100002	269105770
group1029	1	332023046	332039788
group1030	MIC_2	27961031	27963256
group1031	1	218334129	218339045
group1032	MIC_4	19549500	19560000
group1033	3	62304607	62317425
group1034	2	303181129	303186068
group1036	1	225394760	225400000
group1037	Z	49778804	49780000
group1038	MIC_2	28440822	28451112
group1039	1	118710880	118720000
group1040	1	156322760	156328240
group1041	3	159310588	159319709
group1042	1	307658932	307660000
group1043	5	2955275	2960000
group1044	1	54588563	54597953
group1045	MIC_4	9480316	9490427
group1046	4	123902276	123919699
group1047	4	144340002	144340510
group1048	1	315986138	315988630
group1049	4	118700906	118719298
group1050	4	52692426	52699083
group1052	4	44160001	44167043
group1053	1	312429400	312433671
group1055	2	134020001	134024788
group1056	3	61120001	61125611
group1057	2	257220489	257222806
group1058	1	314387199	314399049
group1059	5	7898370	7900000
group1060	3	165456416	165457862
group1061	1	333064603	333079948
group1062	1	308822678	308835340
group1063	MIC_5	9755717	9757818
group1064	1	162707015	162708838
group1065	6	19133760	19135492
group1066	1	268122290	268125006
group1067	2	46152613	46160000
group1068	4	90281617	90297341
group1071	1	162675065	162679999
group1072	2	66762882	66768344
group1073	MIC_2	19150388	19155245
group1074	1	55353779	55359452
group1075	2	249651426	249653049
group1076	3	62497568	62500000
group1077	2	225501408	225520000
group1078	1	113687358	113688540
group1079	1	54766716	54768172
group1080	4	160462078	160478203
group1081	2	224302383	224309470
group1082	3	38540232	38554073
group1083	1	180364476	180374834
group1085	5	38411198	38419108
group1086	1	172726707	172731547
group1087	2	148232006	148233735
group1088	4	89685264	89700000
group1089	MIC_1	13022593	13039593
group1090	2	153008250	153009965
group1091	1	85840001	85842725
group1092	1	267480001	267495459
group1093	3	157800001	157814522
group1094	3	157472823	157479747
group1095	2	274045973	274052132
group1096	1	314604780	314606771
group1097	3	197587787	197600000
group1098	1	34591069	34595715
group1099	1	81096385	81098361
group1100	2	88764466	88771001
group1101	Z	12021146	12025045
group1102	1	54817832	54820000
group1103	6	14160002	14162343
group1106	1	130145600	130159757
group1107	2	263135862	263139887
group1108	2	208798965	208800000
group1109	Z	18642108	18655703
group1110	3	63228741	63237031
group1111	1	170956565	170958125
group1113	1	224786767	224791289
group1114	1	322374299	322379310
group1115	3	175780002	175783446
group1116	2	66865189	66866611
group1117	2	208775033	208780000
group1118	3	91690086	91693603
group1119	1	54423556	54434312
group1120	1	209420001	209423297
group1121	3	187107278	187112254
group1122	1	224732687	224738750
group1123	6	27756541	27760000
group1124	1	120262496	120277718
group1125	MIC_4	16583174	16588148
group1126	1	48084148	48092472
group1128	1	66620144	66629480
group1129	3	155682817	155687196
group1130	2	282848655	282857564
group1131	2	241769597	241771120
group1132	2	49806159	49819639
group1133	1	113204048	113216760
group1134	Z	11568221	11574332
group1136	1	52908293	52910172
group1137	1	100033894	100036484
group1138	7	22142896	22153304
group1139	1	314772990	314780000
group1140	Z	71540275	71559132
group1141	1	54120001	54122271
group1142	4	119367289	119373110
group1143	3	157032477	157039249
group1144	1	180172397	180179425
group1145	2	238384315	238397112
group1146	4	155684292	155685937
group1147	1	117428137	117440000
group1148	1	74701716	74713163
group1149	MIC_6	17190984	17200000
group1150	Z	37368114	37371297
group1151	2	263700539	263704606
group1152	4	123810075	123815833
group1153	3	167356150	167357581
group1154	2	250497312	250499453
group1155	4	33555269	33559713
group1156	1	234011628	234020000
group1158	6	14001803	14020000
group1159	7	19766606	19768135
group1160	4	40602536	40614887
group1161	6	14181005	14193859
group1162	1	98960559	98973998
group1163	1	110860001	110867263
group1164	2	220823692	220825574
group1165	3	37383353	37388916
group1166	3	159505830	159520000
group1168	1	223600001	223606686
group1169	5	39909778	39916577
group1170	3	180411430	180419761
group1171	7	31403546	31416793
group1172	3	193131499	193140000
group1173	1	217780555	217792928
group1174	Z	39927094	39928490
group1175	3	192603135	192604567
group1176	3	113200001	113213018
group1177	4	107785205	107789949
group1179	3	159230392	159240000
group1180	3	159042752	159044061
group1181	6	23093813	23099999
group1182	Z	37569563	37578398
group1183	2	50083318	50099268
group1184	4	112864903	112872525
group1185	5	16840001	16860000
group1186	1	52861929	52879440
group1187	1	180042613	180060000
group1188	1	312093122	312100000
group1189	1	122483163	122493846
group1190	Z	52149551	52154752
group1191	1	171060062	171061356
group1192	3	67222467	67224324
group1193	4	51124675	51126581
group1194	2	224998311	225000000
group1195	1	110334003	110335817
group1196	1	113602641	113608142
group1197	4	144561862	144564888
group1198	Z	43873423	43878639
group1199	4	89830148	89839999
group1200	1	224808340	224820000
group1202	MIC_7	5826899	5838561
group1203	3	182923088	182940000
group1204	5	36251630	36259999
group1205	3	88480002	88484183
group1206	3	73520001	73523038
group1207	4	118783717	118798202
group1208	4	131380618	131392521
group1209	3	149580711	149587392
group1210	2	284415623	284420000
group1211	Z	39701399	39703159
group1212	1	98120001	98128161
group1213	3	128260002	128268326
group1214	2	250641851	250643556
group1215	4	169049154	169055152
group1216	2	89053715	89055598
group1217	1	225102255	225117944
group1218	3	140967457	140976549
group1219	4	130640001	130648806
group1220	2	274328636	274340000
group1221	1	212920001	212926811
group1222	2	112320539	112322327
group1223	MIC_4	21608077	21613934
group1224	1	87390754	87393175
group1225	1	330540698	330544102
group1226	MIC_4	15806535	15815388
group1227	1	172720001	172721143
group1228	1	314195702	314197961
group1229	1	230411039	230417537
group1230	1	55664100	55673525
group1231	3	186520001	186526510
group1233	4	167982837	167984508
group1234	Z	15480659	15499178
group1235	2	190267489	190269319
group1236	1	52653705	52659207
group1237	3	122582188	122583817
group1238	MIC_6	18423433	18432432
group1239	1	55325482	55333769
group1240	Z	10783381	10787661
group1241	2	75925438	75934823
group1242	Z	46880001	46886038
group1243	2	224560001	224566077
group1244	1	34942689	34947804
group1245	1	322360002	322368489
group1246	7	6701284	6716710
